,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
5,CSCO,MRY,2013-12-31,2013-07-27,2013-07-27,2019-02-19,608000000,101191000000,96824000000,65521000000,35670000000,0.502,11.013,-1019000000,7925000000,7925000000,19167000000,9983000000,2.979,0.711,16211000000,3283000000,12928000000,16211000000,13423000000,2460000000,0,0.024,0.62,11810000000,14270000000,0.294,14270000000,11810000000,11227000000,1.87,1.86,1.87,59120000000,56027250000,59120000000,147385191013,12,10.328,11875000000,2.228,1.0,29440000000,0.606,25322000000,583000000,62159000000,62604500000,1476000000,42685000000,42685000000,0,42063000000,21996000000,20067000000,136259191013,-1874000000,-6766000000,235000000,-12000000,-3310000000,-3000000000,-11768000000,-3916000000,12894000000,0,9983000000,9983000000,9983000000,0,0,0.205,18244000000,11196000000,1029000000,0.332,2.305,13.649,13.634,3322000000,0,25.496,2.803,2.795,13418000000,16215000000,48607000000,48607000000,5942000000,0.103,0.178,0.189,0.243,1028000000,11802000000,1.0,5344336014,5329000000,5380000000,9.121,75869000000,2616000000,1244000000,1940000000,14.134,43525000000
6,CSCO,MRY,2012-12-31,2012-07-28,2012-07-28,2019-02-19,661000000,91759000000,89784000000,61933000000,29826000000,0.513,9.62,-1076000000,9799000000,9799000000,17852000000,8041000000,3.493,0.789,16328000000,31000000,16297000000,16328000000,12880000000,2208000000,0,0.018,0.28,10755000000,12963000000,0.281,12963000000,10755000000,10159000000,1.5,1.49,1.5,51286000000,49769250000,51286000000,93957430569,9,7.248,10415000000,1.939,1.0,28209000000,0.612,18957000000,596000000,61600000000,62435500000,1663000000,38917000000,38917000000,0,40458000000,17731000000,22727000000,84049430569,2137000000,-375000000,-3388000000,-557000000,-1501000000,-5539000000,-3815000000,-2480000000,11491000000,0,8041000000,8041000000,8041000000,0,0,0.175,18144000000,10065000000,859000000,0.187,1.639,10.453,10.46,3402000000,0,15.69,1.825,1.829,11615000000,11354000000,46061000000,46061000000,5488000000,0.09,0.162,0.172,0.233,1341000000,11969000000,1.0,5356878940,5370000000,5404000000,8.577,72802000000,2294000000,2118000000,2120000000,13.656,44202000000
7,CSCO,MRY,2011-12-31,2011-07-30,2011-07-30,2019-02-19,1294000000,87095000000,83610250000,57231000000,29864000000,0.517,8.616,-1174000000,7662000000,7662000000,16682000000,6490000000,3.269,0.844,16822000000,588000000,16234000000,16822000000,12207000000,2486000000,0,0.008,0.12,8453000000,10939000000,0.253,10939000000,8453000000,7825000000,1.17,1.17,1.17,47226000000,46176250000,47226000000,97951953109,12,8.954,8905000000,1.611,1.0,26536000000,0.614,19359000000,628000000,59390000000,56717250000,1486000000,36923000000,36923000000,0,39836000000,17506000000,22330000000,87837953109,3081000000,-266000000,-5065000000,1508000000,-658000000,-4064000000,-2934000000,-1516000000,10079000000,0,6490000000,6490000000,6490000000,0,0,0.15,18862000000,7674000000,876000000,0.103,1.86,13.534,13.65,3916000000,0,15.97,2.032,2.043,11297000000,7284000000,43218000000,43218000000,5823000000,0.078,0.141,0.149,0.196,1549000000,11720000000,1.0,5500184916,5529000000,5563000000,7.817,67736000000,2410000000,1335000000,1311000000,12.358,39725000000
0,C,MRY,2018-12-31,2018-12-31,2018-12-31,2019-04-30,-37170000000,1917383000000,1919246500000,,,0.038,81.728,-3562000000,188105000000,188105000000,7568000000,18080000000,,8.767,442113000000,,,442113000000,0,3754000000,1013170000000,0.03,1.54,23402000000,27156000000,0.373,27156000000,23402000000,23402000000,6.69,6.68,6.69,196220000000,198808250000,196220000000,372806642485,16,13.728,33390000000,13.392,1.0,65286000000,0.896,27266000000,0,2144125000000,2140245750000,0,1557289000000,,,1720309000000,,,127137642485,7589000000,0,-14433000000,11908000000,-5020000000,44528000000,-73118000000,-70051000000,36952000000,-773000000,18045000000,18045000000,18045000000,8000000,35000000,0.248,41841000000,23445000000,64571000000,0.23,0.648,7.046,7.782,0,0,52.06,1.745,1.782,35450000000,151347000000,72854000000,72854000000,0,0.009,0.091,0.011,0.321,0,41841000000,1.0,2442136813,2493300000,2494800000,29.22,1890117000000,0,5357000000,0,787.254,
1,C,MRY,2017-12-31,2017-12-31,2017-12-31,2019-04-30,-34668000000,1842465000000,1854324000000,,,0.039,77.027,-2984000000,180516000000,180516000000,7451000000,-6738000000,,8.174,437438000000,,,437438000000,0,3659000000,959822000000,0.013,0.96,22590000000,26249000000,0.362,26249000000,22590000000,22590000000,-2.98,-2.98,-2.98,200740000000,221631250000,200740000000,442735188746,20,16.867,-11758000000,-4.357,1.0,64993000000,0.897,27402000000,0,2071985000000,2060694500000,0,1492237000000,,,1640793000000,,,196740188746,20022000000,0,-14541000000,55181000000,-3797000000,66854000000,-38751000000,-39365000000,-8774000000,693000000,-6798000000,-6798000000,-6798000000,111000000,60000000,-0.094,42232000000,22761000000,61342000000,-0.322,0.98,-28.941,-24.97,0,0,74.41,2.716,2.772,38384000000,138425000000,72444000000,72444000000,0,-0.004,-0.031,0.011,0.312,0,42232000000,1.0,2644001999,2698500000,2698500000,26.846,1815063000000,0,29388000000,0,696.467,
2,C,MRY,2016-12-31,2016-12-31,2016-12-31,2019-04-30,-32381000000,1792077000000,1807483000000,,,0.039,80.009,-2089000000,160494000000,160494000000,6982000000,14975000000,,6.956,378700000000,,,378700000000,0,3720000000,929406000000,0.007,0.42,21356000000,25076000000,0.354,25076000000,21356000000,21356000000,4.72,4.72,4.72,225120000000,229026250000,225120000000,405071468639,19,16.154,51644000000,17.882,1.0,63815000000,0.901,28337000000,0,1981946000000,2007696000000,0,1446351000000,,,1565934000000,,,169359468639,27397000000,0,-9290000000,13293000000,-2287000000,28292000000,-54135000000,-52453000000,53733000000,-493000000,14912000000,14912000000,14912000000,58000000,63000000,0.211,42338000000,21477000000,57152000000,0.089,0.752,11.357,12.591,0,0,59.43,2.392,2.424,28887000000,146477000000,70797000000,70797000000,0,0.008,0.065,0.011,0.302,0,42338000000,1.0,2849730248,2888100000,2888300000,24.513,1763740000000,0,6444000000,0,626.84,
3,C,MRY,2015-12-31,2015-12-31,2015-12-31,2019-04-30,-29344000000,1731210000000,1800184250000,,,0.042,74.735,-2621000000,133097000000,133097000000,7913000000,17332000000,,6.798,368850000000,,,368850000000,0,3506000000,907887000000,0.003,0.16,24682000000,28188000000,0.369,28188000000,24682000000,24682000000,5.41,5.4,5.41,221857000000,219191250000,221857000000,399217756305,16,14.163,37116000000,12.356,1.0,68441000000,0.896,27851000000,0,1939112000000,2024426500000,0,1408836000000,,,1508118000000,,,154162756305,-11208000000,0,-5452000000,-72422000000,-1253000000,-64773000000,14883000000,30501000000,39737000000,-1055000000,17242000000,17242000000,17242000000,54000000,90000000,0.226,43615000000,24826000000,53722000000,0.03,0.695,8.941,9.566,0,0,51.75,2.019,2.036,27683000000,133841000000,76354000000,76354000000,0,0.01,0.079,0.012,0.323,0,43615000000,1.0,2978990460,3004000000,3007700000,25.417,1703359000000,0,7440000000,0,573.792,
4,C,MRY,2014-12-31,2014-12-31,2014-12-31,2019-04-30,-23216000000,1842181000000,1882370250000,,,0.041,69.462,-2763000000,160197000000,160197000000,7467000000,7502000000,,7.757,454853000000,,,454853000000,0,3589000000,899332000000,0.001,0.04,14507000000,18096000000,0.234,18096000000,14507000000,14507000000,2.21,2.2,2.21,210185000000,210570250000,210185000000,449293608234,31,24.828,43580000000,14.375,1.0,69752000000,0.903,30003000000,0,2106834000000,2133274750000,0,1501440000000,,,1630485000000,,,163925608234,2223000000,0,-1232000000,-23260000000,-633000000,-70270000000,28582000000,32254000000,46343000000,-2432000000,7310000000,7310000000,7310000000,2000000,192000000,0.095,55051000000,14701000000,52180000000,0.018,0.78,22.425,24.484,0,0,54.11,2.123,2.124,28419000000,117852000000,77219000000,77219000000,0,0.004,0.035,0.007,0.188,0,55051000000,1.0,3029488232,3031600000,3037000000,25.471,1812178000000,0,7197000000,0,598.889,
5,C,MRY,2013-12-31,2013-12-31,2013-12-31,2019-04-30,-19133000000,1880382000000,1886403750000,,,0.041,67.483,-2774000000,198890000000,198890000000,8514000000,13886000000,,8.193,483572000000,,,483572000000,0,3303000000,968273000000,0.001,0.04,19845000000,23148000000,0.302,23148000000,19845000000,19845000000,4.35,4.34,4.35,204339000000,198617500000,204339000000,449464670489,23,19.417,60470000000,19.919,1.0,68210000000,0.889,32783000000,0,2132281000000,2157467000000,0,1497769000000,,,1674249000000,,,158049670489,-6568000000,0,-837000000,-17114000000,-314000000,23094000000,-91338000000,-88564000000,63244000000,-1558000000,13659000000,13659000000,13659000000,-270000000,227000000,0.178,48408000000,19802000000,53707000000,0.009,0.773,11.571,11.979,0,0,52.11,2.06,2.062,25674000000,111168000000,76724000000,76724000000,0,0.007,0.069,0.009,0.259,0,48408000000,1.0,3033000777,3035800000,3041600000,25.273,1847599000000,0,6186000000,0,610.171,
6,C,MRY,2012-12-31,2012-12-31,2012-12-31,2019-04-30,-16896000000,1864660000000,1914220000000,,,0.036,64.239,-2515000000,138587000000,138587000000,11329000000,7760000000,,8.853,502726000000,,,502726000000,0,2507000000,930560000000,0.001,0.04,7548000000,10055000000,0.145,10055000000,7548000000,7548000000,2.51,2.44,2.51,189049000000,185389250000,189049000000,457576518892,61,45.507,-12877000000,-4.394,1.0,57861000000,0.836,33312000000,0,2195487000000,2245487750000,0,1524575000000,,,1673663000000,,,116010518892,7752000000,0,-5000000,-79033000000,-143000000,-12501000000,30335000000,32850000000,-10362000000,274000000,7541000000,7541000000,7541000000,58000000,219000000,0.109,50036000000,7825000000,57013000000,0.016,0.614,15.384,15.761,0,0,39.56,1.677,1.676,22490000000,97809000000,69190000000,69190000000,0,0.004,0.041,0.003,0.109,0,50036000000,1.0,2932520700,2930600000,3015500000,23.609,1831348000000,0,7000000,0,622.294,
7,C,MRY,2011-12-31,2011-12-31,2011-12-31,2019-04-30,-17788000000,1873878000000,1928577750000,,,0.04,60.986,-2125000000,184485000000,184485000000,12359000000,11215000000,,9.529,576319000000,,,576319000000,0,2872000000,865936000000,0.001,0.03,14642000000,17514000000,0.226,17514000000,14642000000,14642000000,3.73,3.63,3.73,177806000000,175644750000,177806000000,511888762453,35,29.227,62670000000,21.538,1.0,64972000000,0.84,34582000000,0,2231130000000,2322960750000,0,1478123000000,,,1694305000000,,,76922762453,729000000,0,-1000000,-83916000000,-107000000,-56646000000,-8772000000,-6647000000,64795000000,-1301000000,11067000000,11067000000,11067000000,-68000000,148000000,0.143,50250000000,14722000000,56696000000,0.008,0.433,6.951,7.054,0,0,26.31,0.995,0.99,27777000000,90520000000,77331000000,77331000000,0,0.006,0.063,0.006,0.189,0,50250000000,1.0,2923708189,2909800000,2998800000,26.576,1839296000000,0,3575000000,0,630.868,
0,CFG,MRY,2018-12-31,2018-12-31,2018-12-31,2019-02-21,-1096000000.0,160518000000.0,157000000000.0,,,0.037,44.556,-469000000,4222000000.0,4222000000.0,0,1721000000,,6.711,17242000000.0,,,17242000000.0,0.0,489000000,119575000000.0,0.033,0.98,2154000000,2643000000,0.456,2643000000,2154000000,2154000000,3.54,3.52,3.54,20817000000.0,20404750000.0,20817000000.0,27797025365.0,13.0,10.517,1298000000,2.711,1.0,5802000000,1.0,6923000000.0,0,166615000000.0,162511000000.0,0.0,142130000000.0,,,139701000000.0,,,13911025365.0,1042000000,-533000000,-1025000000,2796000000,-471000000,6352000000,-7077000000,-6017000000,1767000000,0,1692000000,1692000000,1692000000,0,29000000,0.292,3619000000,2183000000,0.0,0.277,0.668,8.222,8.398,791000000.0,0,29.73,2.398,2.454,0.0,5385000000.0,5802000000,5802000000,0,0.011,0.083,0.013,0.371,41000000,2935000000,1.0,467912054.0,478822072,480430741,12.117,153595000000.0,0.0,462000000,573000000.0,328.748,
1,CFG,MRY,2017-12-31,2017-12-31,2017-12-31,2019-02-21,-820000000.0,152336000000.0,151346000000.0,,,0.036,41.196,-412000000,3224000000.0,3224000000.0,0,1652000000,,6.515,14436000000.0,,,14436000000.0,0.0,487000000,115089000000.0,0.015,0.64,1898000000,2385000000,0.443,2385000000,1898000000,1898000000,3.26,3.25,3.26,20270000000.0,20072500000.0,20270000000.0,33604799098.0,18.0,14.09,1471000000,2.929,1.0,5386000000,1.0,6887000000.0,0,156661000000.0,156072000000.0,0.0,136449000000.0,,,132066000000.0,,,20653799098.0,-672000000,0,-820000000,-2680000000,-322000000,1429000000,-3984000000,-3500000000,1883000000,0,1638000000,1638000000,1638000000,0,14000000,0.304,3474000000,1912000000,0.0,0.196,1.019,12.609,12.877,685000000.0,0,41.98,3.835,3.914,6000000.0,4164000000.0,5386000000,5386000000,0,0.011,0.082,0.012,0.352,48000000,2752000000,1.0,491991403.0,502157440,503685091,10.726,145449000000.0,0.0,260000000,571000000.0,295.604,
2,CFG,MRY,2016-12-31,2016-12-31,2016-12-31,2019-02-21,-668000000.0,149520000000.0,145448750000.0,,,0.034,38.573,-300000000,4143000000.0,4143000000.0,0,1045000000,,6.572,17149000000.0,,,17149000000.0,0.0,515000000,109804000000.0,0.013,0.46,1520000000,2035000000,0.416,2035000000,1520000000,1520000000,1.97,1.97,1.97,19747000000.0,20029750000.0,19747000000.0,29917207902.0,20.0,14.701,1190000000,2.279,1.0,4886000000,1.0,6876000000.0,0,155650000000.0,150387750000.0,0.0,133295000000.0,,,129773000000.0,,,18238207902.0,619000000,0,-430000000,3875000000,-241000000,10455000000,-11326000000,-10978000000,1490000000,0,1031000000,1031000000,1031000000,0,14000000,0.211,3352000000,1534000000,0.0,0.234,0.924,17.69,18.086,601000000.0,0,35.63,3.733,3.807,0.0,2703000000.0,4886000000,4886000000,0,0.007,0.051,0.01,0.311,23000000,2661000000,1.0,511877853.0,522093545,523930718,9.358,142644000000.0,0.0,489000000,714000000.0,278.633,
3,CFG,MRY,2015-12-31,2015-12-31,2015-12-31,2019-02-21,-387000000.0,138208000000.0,136860250000.0,,,0.033,37.239,-284000000,3441000000.0,3441000000.0,0,840000000,,6.035,13318000000.0,,,13318000000.0,0.0,471000000,102539000000.0,0.015,0.4,1256000000,1727000000,0.382,1727000000,1256000000,1256000000,1.55,1.55,1.55,19646000000.0,19599000000.0,19646000000.0,23006804361.0,18.0,13.322,945000000,1.764,1.0,4522000000,1.0,6876000000.0,0,141209000000.0,140023250000.0,0.0,122891000000.0,,,118562000000.0,,,13818804361.0,-191000000,0,-500000000,-1873000000,-214000000,4485000000,-5905000000,-5584000000,1229000000,0,833000000,833000000,833000000,0,7000000,0.184,3259000000,1263000000,0.0,0.258,0.703,16.589,16.897,595000000.0,0,26.19,3.056,3.102,0.0,1913000000.0,4522000000,4522000000,0,0.006,0.043,0.009,0.278,24000000,2583000000,1.0,527636669.0,535599731,538220898,8.443,131332000000.0,0.0,423000000,730000000.0,248.942,
4,CFG,MRY,2014-12-31,2014-12-31,2014-12-31,2019-02-21,-372000000.0,132857000000.0,127505500000.0,,,0.037,35.244,-308000000,3646000000.0,3646000000.0,0,865000000,,5.895,15171000000.0,,,15171000000.0,0.0,386000000,95707000000.0,0.004,0.1,1268000000,1654000000,0.355,1654000000,1268000000,1268000000,1.55,1.55,1.55,19268000000.0,19232000000.0,19268000000.0,24346115996.0,19.0,14.72,1082000000,1.944,1.0,4660000000,1.0,6876000000.0,0,137506000000.0,129120500000.0,0.0,117829000000.0,,,113589000000.0,,,13566115996.0,519000000,0,-334000000,6730000000,-806000000,9403000000,-10274000000,-9778000000,1390000000,0,865000000,865000000,865000000,0,0,0.186,3392000000,1268000000,0.0,0.065,0.704,15.683,16.039,595000000.0,0,24.86,2.911,2.97,0.0,1294000000.0,4660000000,4660000000,0,0.007,0.045,0.01,0.272,53000000,2674000000,1.0,545700563.0,556674146,557724936,8.371,125981000000.0,0.0,403000000,493000000.0,230.438,
5,CFG,MRY,2013-12-31,2013-12-31,2013-12-31,2019-02-21,-648000000.0,122154000000.0,,,,,34.279,-343000000,2990000000.0,2990000000.0,0,-3426000000,,5.364,8447000000.0,,,8447000000.0,0.0,404000000,92180000000.0,,0.0,-3468000000,-3064000000,-0.728,-3064000000,-3468000000,-3468000000,-6.12,-6.12,-6.12,19196000000.0,,19196000000.0,,,,2306000000,4.118,1.0,4211000000,1.0,6876000000.0,0,120735000000.0,,0.0,107787000000.0,,,102958000000.0,,,,-306000000,0,0,3651000000,0,-502000000,-2453000000,-2070000000,2649000000,0,-3426000000,-3426000000,-3426000000,0,0,-0.814,7679000000,-3468000000,0.0,0.0,,,,592000000.0,0,,,,446000000.0,1235000000.0,4211000000,4211000000,0,,,,-0.824,27000000,2614000000,1.0,,559998324,559998324,7.52,115278000000.0,0.0,-42000000,199000000.0,205.854,
6,CFG,MRY,2012-12-31,2012-12-31,2012-12-31,2019-02-21,,,,,,,,-365000000,,,0,643000000,,,,,,,,467000000,,,0.0,1024000000,1491000000,0.333,1491000000,1024000000,1024000000,1.15,1.15,1.15,,,,,,,1349000000,2.409,1.0,4481000000,1.0,,0,,,,,,,,,,,-631000000,-309000000,0,-5698000000,0,-3264000000,919000000,1635000000,1714000000,0,643000000,643000000,643000000,0,0,0.143,3457000000,1024000000,,0.0,,,,,0,,,,,,4481000000,4481000000,0,,,,0.229,29000000,2671000000,,,559998324,559998324,8.002,,,381000000,,,
0,CTXS,MRY,2018-12-31,2018-12-31,2018-12-31,2019-02-15,-8154000,5136049000,5269028750,2086901000,3049148000,0.564,4.12,-69354000,618766000,618766000,433803000,575667000,0.717,8.313,1897270000,1155445000,741825000,1897270000,1834572000,141896000,0,0.003,0.35,709617000,851513000,0.286,851513000,709617000,629455000,4.23,3.94,4.23,551519000,616073250,551519000,14760031696,21,17.334,965991000,7.101,1.0,2540100000,0.854,1969857000,80162000,1533556000,1940719750,21905000,1157934000,583615000,574319000,4584530000,2911140000,1673390000,13807692696,-496364000,-248929000,-1260989000,-278660000,-46799000,-1658041000,132180000,456875000,1035345000,-5848000,575667000,575667000,575667000,0,0,0.194,1862140000,677960000,75551000,0.083,25.036,23.986,24.222,243396000,0,102.46,4.643,4.687,688420000,4169019000,2973903000,2973903000,439984000,0.109,0.934,0.366,0.239,203619000,1389577000,1.0,134761787,136030000,145934000,21.862,3166192000,136998000,53788000,330036000,23.652,-824239000
1,CTXS,MRY,2017-12-31,2017-12-31,2017-12-31,2019-02-15,-10806000,5820176000,5527761750,2621423000,3198753000,0.511,6.732,-80901000,1115130000,1115130000,439646000,-20719000,1.554,4.864,2127474000,0,2127474000,2127474000,1864243000,170015000,0,0.203,17.83,559251000,729266000,0.258,729266000,559251000,507642000,-0.13,-0.13,-0.13,992461000,1650878750,992461000,13735223888,25,18.834,827375000,5.487,1.0,2385040000,0.844,1756446000,51609000,3388995000,2793860250,13912000,1616844000,632516000,984328000,4827715000,1687079000,3140636000,13259419888,158174000,-60449000,-1322843000,737039000,0,-694367000,-63921000,86376000,908276000,8186000,-20719000,-20719000,-20719000,42704000,0,-0.007,1814043000,570997000,66893000,-137.154,13.36,-639.964,-676.923,252932000,0,88.0,4.694,4.697,712535000,3509484000,2824686000,2824686000,415801000,-0.004,-0.013,0.2,0.198,165120000,1308677000,1.0,150675226,150779000,155503000,18.734,4063730000,152362000,528361000,369490000,27.564,934344000
2,CTXS,MRY,2016-12-31,2016-12-31,2016-12-31,2019-02-15,-28704000,6390227000,5886408250,2561277000,3828950000,0.465,16.723,-85035000,836095000,836095000,404889000,536112000,0.827,1.45,1348156000,1348156000,0,1348156000,1684364000,178448000,0,0.0,0.0,638976000,817424000,0.299,817424000,638976000,594027000,3.46,3.41,3.46,2608727000,2317647000,2608727000,13959423532,22,17.077,1030795000,6.645,1.0,2331191000,0.852,1759574000,44949000,2044365000,1954999000,12522000,1707065000,726923000,980142000,3781500000,3098349000,683151000,13929324532,588438000,-13242000,12558000,0,0,-38031000,-484204000,-311631000,1115830000,-5157000,536112000,536112000,536112000,-66257000,0,0.196,1771027000,560164000,72724000,0.0,5.34,25.982,25.812,261954000,0,89.31,5.091,5.064,681206000,4010737000,2736080000,2736080000,395373000,0.091,0.231,0.327,0.234,136690000,1293177000,1.0,155966012,155134000,157084000,17.637,4630653000,233900000,57915000,39771000,29.685,-537072000
3,CTXS,MRY,2015-12-31,2015-12-31,2015-12-31,2019-02-15,-28527000,5467517000,5457402750,1683951000,3783566000,0.485,12.78,-97566000,368518000,368518000,474040000,319361000,1.002,1.771,1311071000,0,1311071000,1311071000,1664068000,326957000,0,0.0,0.0,312965000,639922000,0.242,639922000,312965000,268812000,2.01,1.99,2.01,1973446000,2095826000,1973446000,12426117416,40,19.418,936982000,5.898,1.0,2172114000,0.821,2246140000,44153000,2482961000,2464110000,10521000,1394816000,502852000,891964000,3494071000,1680969000,1813102000,11636819416,108369000,-95331000,-643419000,-3175000,0,-691451000,-224415000,199661000,1034548000,-10313000,319361000,319361000,319361000,-104228000,0,0.121,1969322000,202792000,95396000,0.0,5.897,36.438,37.637,373817000,0,75.65,4.398,4.542,669276000,3474625000,2646154000,2646154000,480957000,0.059,0.152,0.127,0.118,122389000,1292226000,1.0,153824447,158874000,160362000,16.656,3221377000,215196000,-50549000,18351000,20.861,2982000
4,CTXS,MRY,2014-12-31,2014-12-31,2014-12-31,2019-02-15,-36790000,5512007000,5315543250,1688324000,3823683000,0.591,13.447,-165417000,260149000,260149000,620219000,251723000,1.062,1.536,1292953000,0,1292953000,1292953000,1557864000,330270000,0,0.0,0.0,304038000,634308000,0.202,634308000,304038000,275706000,1.48,1.47,1.48,2173645000,2446974250,2173645000,11312237191,37,17.834,680564000,4.006,1.0,2522637000,0.803,2187568000,28332000,2767134000,2291865000,12617000,1602370000,529260000,1073110000,3338362000,1590109000,1748253000,10269932191,-20591000,-101059000,-1492492000,1411652000,0,-292668000,-569457000,-289305000,845981000,-4447000,251723000,251723000,251723000,0,0,0.08,2220326000,302311000,79884000,0.0,4.725,40.799,43.108,367779000,0,63.8,3.268,3.449,674401000,3155264000,3142856000,3142856000,553817000,0.047,0.103,0.133,0.097,163155000,1600187000,1.0,160970724,169879000,171270000,18.501,3324439000,174090000,23983000,12053000,20.566,98215000
5,CTXS,MRY,2013-12-31,2013-12-31,2013-12-31,2019-02-15,4951000,5212249000,5045147000,1563095000,3649154000,0.578,17.913,-162889000,280740000,280740000,502795000,339523000,1.068,0.57,0,0,0,0,1411740000,267500000,0,0.0,0.0,388018000,655518000,0.225,655518000,388018000,387890000,1.82,1.8,1.82,3319807000,3297735750,3319807000,11543142373,30,17.609,765454000,4.101,1.0,2415639000,0.828,2278544000,128000,1188904000,1106486000,14107000,1309676000,453976000,855700000,1892442000,1464061000,428381000,11789615373,-362869000,-334881000,-332671000,-2061000,0,-352281000,-938150000,-428227000,928343000,-781000,339523000,339523000,339523000,0,0,0.116,2034922000,380717000,78452000,0.0,3.551,34.724,34.753,338996000,0,63.25,4.04,4.046,654821000,2903541000,2918434000,2918434000,516338000,0.067,0.103,0.351,0.133,171389000,1476916000,1.0,186397081,186672000,188245000,15.634,2933705000,163888000,48367000,29322000,15.83,99034000
6,CTXS,MRY,2012-12-31,2012-12-31,2012-12-31,2019-02-15,-7705000,4796402000,4441422250,1713735000,3082667000,0.582,16.613,-122958000,643609000,643609000,404137000,352547000,1.276,0.536,0,0,0,0,1197995000,214873000,0,0.0,0.0,410541000,625414000,0.242,625414000,410541000,410229000,1.89,1.86,1.89,3121777000,2966332500,3121777000,11928165699,29,19.072,695569000,3.725,1.0,2181986000,0.844,2074424000,312000,735496000,807763750,10723000,880335000,285022000,595313000,1674625000,1342873000,331752000,12252292699,310313000,-487221000,-142602000,-24346000,0,-149782000,-357940000,276549000,818527000,-492000,352547000,352547000,352547000,0,0,0.136,1791208000,390778000,71116000,0.0,3.925,34.754,34.72,303294000,0,65.62,4.738,4.738,630956000,2564018000,2586123000,2586123000,450571000,0.079,0.119,0.508,0.159,114566000,1306088000,1.0,186715829,186722000,189129000,13.85,2721978000,79943000,57682000,49346000,14.486,370862000
7,CTXS,MRY,2011-12-31,2011-12-31,2011-12-31,2019-02-15,-11561000,4099541000,3901164750,1373030000,2726511000,0.566,14.665,-111932000,333296000,333296000,293599000,355630000,1.164,0.501,0,0,0,0,959883000,159255000,0,0.0,0.0,431189000,590444000,0.268,590444000,431189000,431189000,1.9,1.87,1.9,2730490000,2666359250,2730490000,11012014655,26,18.65,567190000,3.028,1.0,1912793000,0.867,1582492000,0,1004623000,1069677000,8507000,1144305000,406461000,737844000,1369051000,1179130000,189921000,11324144655,-62866000,-455377000,-299243000,-11561000,0,-292614000,-451181000,131565000,679122000,1807000,356322000,356322000,356322000,0,-692000,0.161,1495827000,416966000,58034000,0.0,4.147,31.781,31.958,277429000,0,60.72,5.132,5.155,484431000,2211471000,2206392000,2206392000,380674000,0.091,0.134,0.403,0.195,91253000,1098739000,1.0,186497771,187315000,190641000,11.779,2517049000,112395000,74867000,87618000,13.518,193900000
0,CLX,MRY,2018-12-31,2018-06-30,2018-06-30,2019-05-01,-547000000,5060000000,4965500000,1311000000,3749000000,1.233,5.624,-194000000,131000000,131000000,3449000000,823000000,1.093,5.97,2483000000,199000000,2284000000,2483000000,0,166000000,0,0.026,3.48,1139000000,1305000000,0.213,1305000000,1139000000,1054000000,6.37,6.26,6.37,726000000,728750000,726000000,19196954160,17,14.71,780000000,6.033,1.0,2675000000,0.437,2531000000,85000000,3681000000,3289500000,506000000,0,0,0,4334000000,1200000000,3134000000,17515954160,-287000000,-681000000,-226000000,277000000,-450000000,-399000000,-859000000,0,974000000,-3000000,823000000,823000000,823000000,0,0,0.134,1536000000,1139000000,1001000000,0.546,24.127,21.283,21.232,996000000,0,135.25,2.86,2.855,600000000,2797000000,6124000000,6124000000,132000000,0.166,1.129,0.346,0.186,53000000,1407000000,1.0,129507979,129293000,131581000,47.365,2529000000,0,231000000,72000000,19.589,111000000
1,CLX,MRY,2017-12-31,2017-06-30,2017-06-30,2019-05-01,-543000000,4573000000,4559000000,1514000000,3059000000,1.31,4.198,-231000000,418000000,418000000,3302000000,701000000,0.837,7.437,2195000000,804000000,1391000000,2195000000,0,163000000,0,0.024,3.2,1119000000,1282000000,0.215,1282000000,1119000000,1031000000,5.43,5.33,5.43,542000000,376250000,542000000,19170077364,17,14.953,637000000,4.94,1.0,2671000000,0.447,1918000000,88000000,2623000000,2777000000,459000000,0,0,0,4031000000,1809000000,2222000000,17161077364,17000000,0,-108000000,-125000000,-412000000,-645000000,-205000000,0,868000000,-1000000,701000000,701000000,701000000,2000000,0,0.117,1550000000,1121000000,1005000000,0.589,31.663,24.481,24.538,931000000,0,133.24,2.873,2.877,565000000,2440000000,5973000000,5973000000,135000000,0.154,1.863,0.403,0.187,51000000,1409000000,1.0,128798239,128953000,131566000,46.319,2655000000,0,330000000,61000000,20.563,-295000000
